id,t,x,y,z,sog,cog,action
1,0,411,413,0,1.5,0,
2,0,538,509,0,1.5,0,anchor(1.5)
3,0,925,47,0,1.5,0,
4,0,435,47,0,1.5,0,
5,0,435,47,0,1.5,0,
6,0,926,482,0,1.5,0,
