id,t,x,y,z,sog,cog,action
1,0,240,280,0,1.5,0,
2,0,431,200,0,1.5,0,
3,0,693,20,0,0.8,0,anchor(2)
4,0,800,120,0,1.5,0,
5,0,1020,220,0,1.5,0,
6,0,960,320,0,1.5,0,anchor(1.5)
7,0,693,20,0,1.5,0,anchor(1.5)
8,0,240,280,0,1.5,0,
