id,t,x,y,z,sog,cog,action
1,0,442.2,635,0,1.5,0,
2,0,489.2,600,0,1.5,0,
3,0,587.2,527,0,1.5,0,
4,0,619.4,400,0,1.5,0,
5,0,663.5,221,0,1.5,0,
6,0,680,100,0,1.5,0,
7,0,741,50,0,1.5,0,
8,0,772,15,0,1.5,0,
