id,t,x,y,z,sog,cog,action
1,0,629.5,170.8,0,1.5,0,
2,0,618.2,221,0,1.5,0,
3,0,544.8,400,0,1.5,0,
4,0,492.6,527,0,1.5,0,
5,0,409.5,600,0,1.5,0,
6,0,360.4,635,0,1.5,0,
