id,t,x,y,z,sog,cog,action
1,0,784.9,686.9,0,1.5,0,
2,0,200.3,727.9,0,1.5,0,
3,0,473.6,594.2,0,1.7,0,
4,0,736.4,15.9,0,1.5,0,
