id,t,x,y,z,sog,cog,action
1,0,613.2,575,0,1.5,0,
2,0,608.8,374.2,0,1.5,0,
3,0,601.1,115.8,0,0.8,0,anchor(2)
4,0,690.2,20.1,0,1.5,0,
5,0,675.4,240.4,0,1.5,0,
6,0,597.4,350.3,0,1.5,0,anchor(1.5)
7,0,439.8,668.7,0,1.5,0,anchor(1.5)
8,0,668.3,239.9,0,1.5,0,
