id,t,x,y,z,sog,cog,action
1,0,248.6,802.2,0,1.5,0,
2,0,94.1,924.1,0,1.5,0,
3,0,405.6,838.2,0,0.8,0,anchor(2)
4,0,523.6,816.2,0,1.5,0,
5,0,383.8,656.4,0,1.5,0,
6,0,511.3,653.7,0,1.5,0,anchor(1.5)
7,0,720,404,0,1.5,0,anchor(1.5)
8,0,188.1,564,0,1.5,0,
