id,t,x,y,z,sog,cog,action
1,0,100.2,855.4,0,1.5,0,
2,0,244.6,864.4,0,1.5,0,anchor(1.5)
3,0,815,949.5,0,1.5,0,
4,0,426.2,799.8,0,1.5,0,
5,0,427.2,799.3,0,1.5,0,
6,0,940.8,675.4,0,1.5,0,
