id,t,x,y,z,sog,cog,action
1,0,946.8,682.6,0,1.5,0,
2,0,393.6,913.8,0,1.5,0,
3,0,598.4,672.6,0,1.7,0,
4,0,99.9,932.9,0,1.5,0,
