id,t,x,y,z,sog,cog,action
1,0,117.8,397.9,0,1.5,0,
2,0,314.3,77.5,0,1.5,0,
3,0,125.3,221.8,0,1.7,0,
4,0,471.8,60.4,0,1.5,0,
