id,t,x,y,z,sog,cog,action
1,0,142.7,233.6,0,1.5,0,
2,0,159.3,402.5,0,1.5,0,anchor(1.5)
3,0,281.7,95.3,0,1.5,0,
4,0,25.4,427,0,1.5,0,
5,0,24.8,427.8,0,1.5,0,
6,0,483.3,14.5,0,1.5,0,
