id,t,x,y,z,sog,cog,action
1,0,123.7,972.3,0,1.5,0,
2,0,195.5,742,0,1.5,0,
3,0,30.7,995.5,0,0.8,0,anchor(2)
4,0,147.1,974.2,0,1.5,0,
5,0,128.6,738.9,0,1.5,0,
6,0,35.7,711.9,0,1.5,0,anchor(1.5)
7,0,5.4,248.7,0,1.5,0,anchor(1.5)
8,0,165,757.2,0,1.5,0,
