id,t,x,y,z,sog,cog,action
1,0,681.4,437.2,0,1.5,0,
2,0,636.7,218.3,0,1.5,0,
3,0,678.6,456.5,0,1.7,0,
4,0,622.1,190.1,0,1.5,0,
