id,t,x,y,z,sog,cog,action
1,0,1175,90,0,2.0,0,
2,0,920,230,0,2.0,0,
3,0,840,480,0,2.0,0,
4,0,620,560,0,2.0,0,
5,0,330,600,0,2.0,0,
