id,t,x,y,z,sog,cog,action
1,0,465.1,96.1,0,1.5,0,
2,0,498.6,301.3,0,1.5,0,
3,0,424.6,61.3,0,1.7,0,
4,0,204.8,452.1,0,1.5,0,
