id,t,x,y,z,sog,cog,action
1,0,235.8,241.2,0,1.5,0,
2,0,283.4,406.4,0,1.5,0,anchor(1.5)
3,0,190.4,181.6,0,1.5,0,
4,0,302.7,406,0,1.5,0,
5,0,302.1,406.6,0,1.5,0,
6,0,336.7,136.8,0,1.5,0,
